"Número de guía","Número de bulto que se va a agregar","Unidad de medida","Detalle de la sustancia UN3373","Detalle del patógeno/virus","Cantidad de embalajes interiores","Estado físico","Cantidad neta por embalaje interior","Detalle de sustancia refrigerante o que sirve para mantener la viabilidad","Número ONU de la sustancia refrigerante si es MP ","Cantidad neta por bulto","Unidad de medida ","Número de bulto"
"888004968615","1","L","SUERO SANGUINEO ","CANCER","6","Sustancia liquida",,"HIELO SECO ","1845","1","Kg","1"
"888004968615","2","L","SUERO SANGUINEO ","CANCER","6","Sustancia liquida",,"HIELO SECO ","1845","3","Kg","1"
"888004968615","3","L","SUERO SANGUINEO ","CANCER","54","Sustancia liquida",,"N/A","N/A","0","N/A","3"
"888004970933","1","L","SANGRE SUERO ORINA ","INVESTIGACION ","1","Sustancia liquida",,"HIELO SECO, DRY ICE ","UN1845","3","Kg","1"
"888004972043","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","3","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888004972043","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","2","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888004972043","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","3","Sustancia liquida",,"0","0","0","N/A","0"
"888004972043","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","4","Sustancia liquida",,"0","0","0","N/A","0"
"888004972043","1","L","SANGRE","ORTHOFLAVIRUS TOXOPLASMA ","2","Sustancia liquida",,"0","0","0","N/A","0"
"888004971471","1","L","SUEROS","HIV","75","Sustancia liquida",,"GEL REFRIGERANTE","N/A","9,80","Kg","1"
"888004972589","1","L","SUERO","VIH","38","Sustancia liquida",,"GEL PACK","N/A","6","Kg","1"
"888004971471","1","L","SANGRES","HIV","32","Sustancia liquida",,"0","0","0","N/A","0"
"888004971471","1","L","ORINAS","E.COLI","20","Sustancia liquida",,"0","0","0","N/A","0"
"888004971471","1","L","LIQUIDOS CORPORALES","TUBERCULOSIS","14","Sustancia liquida",,"0","0","0","N/A","0"
"888004972589","1","L","SUERO","HEPATITIS","20","Sustancia liquida",,"GEL PACK","N/A","6","Kg","1"
"888004971471","1","L","TEJIDOS","TUBERCULOSIS","9","Sustancia liquida",,"0","0","0","N/A","0"
"888004971471","1","L","ESPUTOS","TUBERCULOSIS","9","Sustancia liquida",,"0","0","0","N/A","0"
"888004971471","1","Kg","MATERIA FECAL","SALMONELLA","10","Sustancia solida",,"0","0","0","N/A","0"
"888004971471","2","L","SUEROS","HIV","39","Sustancia liquida",,"HIELO SECO","1845","5,02","Kg","2"
"888004971471","2","L","PLASMAS","HIV ENF AUTOINMUNES","22","Sustancia liquida",,"0","0","0","N/A","0"
"888004971471","2","L","ORINAS","E.COLI","1","Sustancia liquida",,"0","0","0","N/A","0"
"888004972911","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","5","Sustancia liquida",,"GEL REFRIERANTE ","N/A","0,5","Kg","1"
"888004972911","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888004972911","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"0","0","0","N/A","0"
"888004973197","1","L","SUERO","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","170","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","2","Kg","1"
"888004973197","1","L","SUEROS","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","90","Sustancia liquida",,"DRY ICE","N/A","2","Kg","1"
"888004973197","1","L","SUEROS","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","60","Sustancia liquida",,"0","0","0","N/A","0"
"888004973197","2","L","SUEROS","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","44","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","2","Kg","2"
"888004973197","2","L","SUEROS","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","4","Sustancia liquida",,"DRY ICE","UN 1845","2","Kg","2"
"888004973048","1","L","CITOMETRIA","CITOMETRIA","4","Sustancia liquida",,"PILAS DE GEL ","N/A","0,1","N/A","1"
"888004971677","1","L","SANGRE SUERO ORINA ","INVESTIGACION ","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","1"
"888004971677","2","L","SANGRE SUERO ORINA ","INVESTIGACION","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","2"
"888004973968","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","271","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","2","Kg","1"
"888004973968","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA GONDI VIRUS","53","Sustancia liquida",,"DRY ICE","UN 1845","2","Kg","1"
"888004973896","1","L","SANGRE ","CANCER ","1","Sustancia liquida",,"N/A","N/A","0","N/A","1"
"888004973300","1","L","SUEROS","ANAS TSH","25","Sustancia liquida",,"PILAS DE GEL","N/A","2,5","N/A","1"
"888004973416","1","L","SUERO","ORINA","0.01","Sustancia liquida",,"GEL PACK","N/A","2","Kg","1"
"888004973416","2","L","SUERO","PAPILOMA","8","Sustancia liquida",,"GEL PACK","N/A","4","Kg","2"
"888004973416","3","L","SUERO ","PAPILOMA","5","Sustancia liquida",,"GEL PACK","N/A","3","Kg","3"
"888004973416","4","L","SUERO ","CITOLOGIA","10","Sustancia liquida",,"GEL PACK ","N/A","2","Kg","4"
"888004973416","5","L","SUERO","ORINA","8","Sustancia liquida",,"GEL PACK","N/A","4","Kg","5"
"888004974280","1","L","SANGRE MATERIA FECAL LIQUIDOS CORPORALES Y ORINA ","INVESTIGACION ","3","Sustancia liquida",,"HIELO SECO, DRY ICE ","UN1845","3","Kg","1"
"888004973416","6","L","SUERO","PAPILOMA","7","Sustancia liquida",,"GEL PACK","N/A","3","Kg","6"
"888004973416","7","L","SUERO","CITOLOGIA","23","Sustancia liquida",,"GEL PACK ","N/A","2","Kg","7"
"888004973416","8","L","SUERO","ORINA","10","Sustancia liquida",,"GEL PACK","N/A","4","Kg","8"
"888004973416","9","L","SUERO ","PAPILOMA","9","Sustancia liquida",,"GEL PACK","N/A","4","Kg","9"
"888004973416","10","L","SUERO","PAPILOMA","10","Sustancia liquida",,"HIELO SECO - DRY ICE ","UN 1845","3","Kg","1"
"888004973341","1","N/A","SUEROS","PTH","25","Sustancia liquida",,"HIELO SECO","1845","2","Kg","1"
"888004974664","1","L","SANGRE MATERIA FECAL LIQUIDOS CORPORALES ORINA ","INVESTIGACION ","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","13","Kg","1"
"888004976386","1","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","1"
"888004976386","1","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","1"
"888004980235","1","L","SANGRE ","TOXOPLASMA GONDII VIRUS EPSTEIN BARR","60","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888004980235","2","L","SANGRE ","TOXOPLASMA GONDII VIRUS EPSTEIN BARR","30","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"4980518","1.2","L","SUEROS ","HEPATITIS B ","142","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","12"
"4980518","1.2","L","SANGRE ","HEATITIS B ","20","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","12"
"888004986555","1","L","SUERO SANGUINEO ","CANCER","18","Sustancia liquida",,"HIELO SECO ","1845","2","Kg","1"
"888004988017","1","L","SANGRE ","INFLUENZA VIRUS ","1","Sustancia liquida",,"DRY ICE ","1845","4","Kg","1"
"888004988017","1","L","SANGRE ","INFLUENZA VIRUS ","1","Sustancia liquida",,"DRY ICE ","1845","2","Kg","1"
"888004988466","1","L","SANGRE ","SOSPECHA DE VIRUS","32","Sustancia liquida",,"PILAS DE GEL","N/A","2","Kg","1"
"888004989385","1","L","MEDULA OSEA","MIELLOGRAMA","1","Sustancia liquida",,"0","N/A","0","N/A","0"
"888004990016","1","L","SANGRE","DIABETES","20","Sustancia liquida",,"HIELO SECO ","1845","8","Kg","1"
"888004990964","1","L","SUERO, ORINA,SANGRE","RUBEOLA.OTRO CULTIVO,HEMOGLOBINA","107","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2","Kg","1"
"888004991127","1","L","PLASMA","CARGA VIRAL VIH","34","Sustancia liquida",,"HIELO SECO","1845","1","Kg","1"
"888004991182","1","Kg","SANGRE TOTAL","CTDNA","1","Sustancia liquida",,"N/A","N/A","0","N/A","1"
"888004991182","2","Kg","BIOPSIA","BLOQUE","1","Sustancia solida",,"GEL PACK","N/A","2","Kg","2"
"888004991182","3","Kg","PLASMA","RENINA","1","Sustancia solida",,"HIELO SECO ","UN 1845","4","Kg","3"
"888004991527","1","L","SUEROS,LAVADO BRONQUIAL,SANGRE EDTA,ESPUTOS,PLASMAS EDTA,JUGO GASTRICO,HISOPADO NASOFARINGEO","VARICELA,MYCOBACTERIUM,ELECTROFORESIS,HIV,VSR","23","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2,5","Kg","1"
"888004991936","1","L","PLASMAS,SUEROS","CARGA VIRAL HB,VITAMINA B12","4","Sustancia liquida",,"HIELO SECO","1845","1","Kg","1"
"888004993192","1","L","SUERO","ANTIGENOS ANTICUERPOS ","65","Sustancia liquida",,"PILAS DE GEL ","NA","0,5","Kg","1"
"888004993425","1","L","SUEROS,PLASMAS,","HERPES,VIH,VPH","10","Sustancia liquida",,"GEL REFRIGERANTE","N/A","5","Kg","1"
"888004994043","1","L","SUEROS,PLASMAS","HERPES,VIH","10","Sustancia liquida",,"N/A","UN1845","6","Kg","1"
"888004996145","1","L","SANGRE, SUERO, ORINA ","INVESTIGACION ","1","Sustancia liquida",,"HIELO SECO DRY ICE ","UN1845","3","Kg","1"
"888004996761","1","L","SUERO","VIH -HEPATITIS","58","Sustancia liquida",,"GEL PACK","N/A","4","Kg","1"
"888004996761","2","L","CRECION VAGINAL-PLASMA","VIH - VPH","40","Sustancia liquida",,"HIELO SECO","UN 1845","4","Kg","2"
"88800499791","1","L","SUEROS","HIV","60","Sustancia liquida",,"GEL REFRIGERANTE","N/A","6,11","Kg","1"
"88800499791","1","L","SANGRES","HIV","39","Sustancia liquida",,"0","0","0","N/A","0"
"88800499791","1","L","ORINAS","E.COLI","20","Sustancia liquida",,"0","0","0","N/A","0"
"88800499791","1","L","LIQUIDOS CORPORALES","TUBERCULOSIS","13","Sustancia liquida",,"0","0","0","N/A","0"
"88800499791","1","L","TEJIDOS","TUBERCULOSIS","12","Sustancia liquida",,"0","0","0","N/A","0"
"88800499791","1","L","ESPUTOS","TUBERCULOSIS","1","Sustancia liquida",,"0","0","0","N/A","0"
"88800499791","1","Kg","MATERIA FECAL","SALMONELLA","3","Sustancia solida",,"0","0","0","N/A","0"
"88800499791","2","L","SUEROS","HIV","30","Sustancia liquida",,"HIELO SECO","1845","0,005","Kg","2"
"88800499791","2","L","PLASMAS","HIV ENF AUTOINMUNES","25","Sustancia liquida",,"0","0","0","N/A","0"
"88800499791","2","L","ORINAS","E.COLI","1","Sustancia liquida",,"0","0","0","N/A","0"
"88800499791","3","L","SUEROS","HIV","10","Sustancia liquida",,"GEL REFRIGERANTE","N/A","5,66","Kg","3"
"888007994500","1","L","SANGRE SUERO ORINA ","INVESTIGACION ","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","1"
"888007994500","2","L","SANGRE SUERO ORINA ","INVESTIGACION ","2","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1,5","Kg","2"
"88800499791","3","L","SANGRES","HIV","15","Sustancia liquida",,"0","0","0","N/A","0"
"888004999284","1","L","SUEROS ","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","165","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888004999284","2","L","SUEROS ","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","42","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"88800499791","3","L","ORINAS","E.COLI","20","Sustancia liquida",,"0","0","0","N/A","0"
"88800499791","3","L","LIQUIDOS CORPORALES","TUBERCULOSIS","32","Sustancia liquida",,"0","0","0","N/A","0"
"88800499791","3","L","TEJIDOS","TUBERCULOSIS","15","Sustancia liquida",,"0","0","0","N/A","0"
"88800499791","3","N/A","ESPUTOS","TUBERCULOSIS","11","Sustancia solida",,"0","0","0","N/A","0"
"88800499791","3","Kg","MATERIA FECAL","SALMONELLA","7","Sustancia solida",,"0","0","0","N/A","0"
"888004999645","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","5","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","0,5","Kg","1"
"888004999645","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","10","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","0,5","Kg","1"
"888004999645","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","10","Sustancia liquida",,"0","0","0","N/A","0"
"888005000340","1","L","SUERO","ORINA","16","Sustancia liquida",,"GEL PACK","N/A","2","Kg","1"
"888005000340","2","L","SUERO","PAPILOMA","8","Sustancia liquida",,"GEL PACK","N/A","4","Kg","2"
"888005000340","3","L","SUERO","PAPILOMA","5","Sustancia liquida",,"GEL PACK","N/A","3","Kg","3"
"888005000326","2","Kg","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","59","Sustancia liquida",,"DRY ICE ","1845","2","Kg","1"
"888005000340","4","L","SUERO","CITOLOGIA","10","Sustancia liquida",,"gel pack","n/a","2","Kg","4"
"888005000340","5","L","SUERO","ORINA","8","Sustancia liquida",,"GEL PACK","N/A","3","Kg","5"
"888005000326","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","245","Sustancia liquida",,"GEL  REFRIGERANTE ","N/A","2","Kg","1"
"888004999482","1","L","SUEROS","ANAS TSH ","50","Sustancia liquida",,"PILAS DE EL ","NA","1,5","Kg","1"
"888005000340","6","L","SUERO","PAPILOMA","7","Sustancia liquida",,"gel pack","n/a","3","Kg","6"
"888004999482","2","L","SUEROS","HELICOBATER ","10","Sustancia liquida",,"NA","N","0","N/A","2"
"888005000340","7","L","SUERO","CITOLOGIA","23","Sustancia liquida",,"DRY ICE ","UN 1845","3","Kg","7"
"888005000422","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","3","Sustancia liquida",,"GEL REFRIEGRANTE","N/A","0,5","Kg","1"
"888005000422","1","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","0,5","Kg","1"
"888005000422","2","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","3","Sustancia liquida",,"0","0","0","N/A","0"
"888005000422","2","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","4","Sustancia liquida",,"0","0","0","N/A","0"
"888005000422","2","L","SANGRE","ORTHOFLAVIRUS TOXOSPLASMA ","2","Sustancia liquida",,"0","0","0","Kg","0"
"888005000737","1","L","SUEROS","PERFIL LIPIDICO","400","Sustancia liquida",,"GELPACK","N/A","1","Kg","1"
"888005000737","2","L","SANGRE TOTAL","HEMOGLOBINA","350","Sustancia liquida",,"GELPACK","N/A","1","Kg","1"
"888005000812","1","L","SANGRE MATERIA FECAL LIQUIDOS CORPORALES Y ORINA ","INVESTIGACION ","3","Sustancia liquida",,"HIELO SECO DRY ICE ","UN1845","3","Kg","1"
"888005001010","1","L","SUEROS","HEMOCULTIVOS","400","Sustancia solida",,"HIELO SECO","UN1845","4","Kg","1"
"888005000970","1","L","SANGRE MATERIA FECAL LIQUIDOS CORPORALES ORINA ","INVESTIGACION","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","10","Kg","1"
"5003641","1","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGUERANTE","N/A","3","Kg","1"
"5003641","1","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGUERANTE","N/A","3","Kg","1"
"888005006062","1.2345","L","SUEROS ","HEPATITIS B ","171","Sustancia liquida",,"DRY ICE ","1845","9","Kg","12,345"
"888005006062","1.2345","L","ORINAS ","HEPATITIS B ","21","Sustancia liquida",,"DRY ICE ","1845","9","Kg","12,345"
"888005006062","1.2345","L"," SANGRE  ","HEPATITIS B ","171","Sustancia liquida",,"DRY ICE ","1845","9","Kg","12,345"
"888005006062","1.2345","L","PLASMA","HEPATITIS B ","24","Sustancia liquida",,"DRY ICE ","1845","9","Kg","12,345"
"888005006062","1.2345","Kg","HECES","HEPATITIS B ","9","Sustancia solida",,"DRY ICE ","1845","9","Kg","12,345"
"888005006062","6.7","L","SUEROS ","HEPATITIS B ","171","Sustancia liquida",,"GEL REFRIREGANTE ","N/A","3","Kg","67"
"888005006062","6.7","L","ORINAS ","HEPATITIS B ","21","Sustancia liquida",,"GEL REFRIGERNTE ","N/A","3","Kg","67"
"888005006062","6.7","L","SANGRE","HEPATITIS B ","24","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","67"
"888005006062","6.7","L","PLASMA","HEPATITIS B ","24","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","67"
"888005006062","6.7","Kg","HECES","HEPATITIS B ","9","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","67"
"888005011966","1","L","SUERO","VIH","38","Sustancia liquida",,"GEL PACK ","N/A","3","Kg","1"
"8880050114262","1","L","SANGRE ","sangre","25","Sustancia liquida",,"n/a","gel","4","Kg","1"
"5007562","1.2","L","SUEROS","HEPATIT B","142","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","12"
"5007562","1.2","L","SANGRE","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","3","Kg","12"
"888005016278","1","L","SUEROS,PLASMAS,,SECRECION VAGINAL ","HERPES,VIH,VPH","28","Sustancia liquida",,"GEL REFRIGERANTE","N/A","5","Kg","1"
"888005016301","1","L","SUEROS","PERFIL LIPIDICO","400","Sustancia liquida",,"GELPACK","N/A","2","Kg","1"
"888005016545","1","L","SUEROS,PLASMAS","HERPES,VIH","10","Sustancia liquida",,"N/A","UN1845","4","Kg","1"
"888005016546","1","L","SANGRE SUERO ORINA ","INVESTIGACION ","1","Sustancia liquida",,"HIELO SECO ","UN1845","2","Kg","1"
"888005016443","1","L","SUEROS","ANAS TSH","25","Sustancia liquida",,"PILAS DE GEL ","NA","2,5","Kg","1"
"888005016791","1","L","SANGRE SUERO ORINA ","INVESTIGACION ","2","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1,5","Kg","1"
"888005016791","2","L","SANGRE SUERO ORINA ","INVESTIGACION ","2","Sustancia liquida",,"GEL REFRIGERANTE","N/A","1,5","Kg","1"
"888005017421","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","273","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888005017811","1","L","SUEROS ","ORTHOFLAVIRUS TOXOPLASMA GONDI VIRUS","140","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","2","Kg","1"
"888005018417","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","3","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888005018417","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","2","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888005018417","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","3","Sustancia liquida",,"0","0","0","N/A","0"
"888005018417","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","4","Sustancia liquida",,"0","0","0","N/A","0"
"888005018417","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","2","Sustancia liquida",,"0","0","0","N/A","0"
"888005017606","1","L","SANGRE SUERO ORINA MATERIA FECAL LIQUIDOS CORPORALES","INVESTOIGACION","1","Sustancia liquida",,"GEL REFRIGERANTE","N/A","6","Kg","1"
"888005018535","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","5","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","L","1"
"888005018535","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","0,5","Kg","1"
"888005018535","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"0","0","0","N/A","0"
"888005018581","1","L","SUERO","ORINA","16","Sustancia liquida",,"GEL PACK","N/A","2","Kg","1"
"888005018581","2","L","SUERO","PAPILOMA","8","Sustancia liquida",,"GEL PACK","N/A","4","Kg","2"
"888005018581","3","L","SUERO","PAPILOMA","5","Sustancia liquida",,"GEL PACK","N/A","3","Kg","3"
"888005018581","4","L","SUERO","CITOLOGIA","10","Sustancia liquida",,"GEL PACK ","N/A","4","Kg","4"
"888005018581","5","L","SUERO","CITOLOGIA","10","Sustancia liquida",,"DRY ICE - HIELO SECO ","UN 1845","3","Kg","5"
"888005019070","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA","25","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1","Kg","1"
"888005019754","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","15","Sustancia liquida",,"GEL  REFRIGERANTE ","N/A","10","Kg","1"
"888005019867","1","Kg","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1","Kg","1"
"888005019867","1","L","SANGRE","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"0","0","0","N/A","0"
"5020962","1","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGUERANTE","N/A","3","Kg","1"
"5020962","1","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGUERANTE","N/A","3","Kg","1"
"5020962","2","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGUERANTE","N/A","3","Kg","2"
"5020962","2","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGUERANTE","N/A","3","Kg","2"
"5020979","1","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGUERANTE","N/A","3","L","1"
"5020979","1","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGUERANTE","N/A","3","Kg","1"
"888005025914","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","15","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1","Kg","1"
"888005025914","1","L","SANGRE ","ORTHOFLAVIRUS TOXOPLASMA ","10","Sustancia liquida",,"0","0","0","N/A","0"
"5032354","1","L","SUEROS","HEPATITIS B","142","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","1"
"5032354","1","L","SANGRES","HEPATITIS B","20","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","1"
"888005036212","1.23456","L","SUEROS ","HEPATITIS B ","149","Sustancia liquida",,"DRY ICE ","1845","9","Kg","123,456"
"888005036212","1.23456","L","ORINAS ","HEPATITIS B ","187","Sustancia liquida",,"DRY ICE ","1845","9","Kg","123,456"
"888005036212","1.23456","L","SANGRE","HEPATITIS B ","21","Sustancia liquida",,"DRY ICE ","1845","9","Kg","123,456"
"	888005036212","1.23456","L","PLASMA","HEPATITIS B ","21","Sustancia liquida",,"DRY ICE ","1845","9","Kg","123,456"
"	888005036212","1.23456","L","SUEROS ","HEPATITIS B ","149","Sustancia liquida",,"DRY ICE ","1845","9","Kg","123,456"
"	888005036212","1.23456","L","ORINAS ","HEPATITIS B","187","Sustancia liquida",,"DRY ICE ","1845","9","Kg","123,456"
"	888005036212","1.23456","L","SANGRE","HEPATITIS B ","21","Sustancia liquida",,"DRY ICE ","1845","9","Kg","123,456"
"	888005036212","1.23456","Kg","HECES","HEPATITIS B ","8","Sustancia solida",,"DRY ICE ","1845","9","Kg","123,456"
"	888005036212","7.8","L","SUEROS ","HEPATITIS B ","149","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","78"
"	888005036212","7.8","L","ORINAS ","HEPATITIS B ","187","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","78"
"	888005036212","7.8","L","SANGRE ","HEPATITIS B ","21","Sustancia liquida",,"GEL REFRIGERANTE","N/A","3","Kg","78"
"	888005036212","7.8","L","PLASMA","HEPATITIS B ","21","Sustancia liquida",," GEL REFRIGERANTE","N/A","3","Kg","78"
"	888005036212","7.8","Kg","HECES","HEPATITIS B ","8","Sustancia solida",,"GEL REFRIGERANTE","NA","3","Kg","78"
"888005046105","1","L","SANGRE","HIPERCOLESTEROLEMIA","3","Sustancia liquida",,"GEL REFRIGERANTE","N/A","0,53","Kg","1"
"888005049362","1","L","SANGRE","SOSPECHA VIRUS","42","Sustancia liquida",,"PILAS DE GEL ","NA","2","Kg","1"
"888005049362","1","L","ORINA","SOSPECHA VIRUS ","6","Sustancia liquida",,"PILAS DE GEL ","NA","2","Kg","1"
"888005050514","1","L","SANGRE ","SANGRE","25","Sustancia liquida",,"GEL","N/A","3,5","Kg","1"
"888005051428","1","L","SUEROS,SANGRE EDTA,ESPUTOS,PLASMA EDTA,PLASMA CON FLORURO","VARICELA,ELECTROFORESIS,MYCOBACTERIUM,HIV","12","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2","Kg","1"
"888005053523","1","L","SANGRE ","INFLUENZA  VIRUS ","2","Sustancia liquida",,"GEL REFRIGERANTE ","N/A","1","Kg","1"
"888005053578","1","L","MUESTRAS BIOLOGICAS","PLASMA,SUEROS","1","Sustancia liquida",,"DRI ICE - HIELO SECO ","UN1845","3","Kg","1"
"888005053381","1","L","SUERO,SANGRE , ORINA","RUBEOLA,OTRO CULTIVO,HEMOGLOBINA","231","Sustancia liquida",,"GEL REFRIGERANTE","N/A","2","Kg","1"
